<http://ceur-ws.org/Vol-1433/>;;Technical Communications of ICLP 2015;;31-Aug-2015;;Proceedings of the Technical Communications of the 31st International Conference on Logic Programming (ICLP 2015);;Cork, Ireland, August 31 - September 4, 2015
<http://ceur-ws.org/Vol-1432/>;;Workshops Proceedings of AIED 2015;;29-Aug-2015;;Proceedings of the Workshops at the 17th International Conference on Artificial Intelligence in Education AIED 2015;;Madrid, Spain, June 22 + 26, 2015
<http://ceur-ws.org/Vol-1431/>;;Verification and Evaluation of Computer and Communication Systems 2015;;02-Sep-2015;;Proceedings of the 9th Workshop on Verification and Evaluation of Computer and Communication Systems (VECoS 2015);;Bucharest, Romania, September 10-11, 2015
<http://ceur-ws.org/Vol-1430/>;;What can FCA do for Artificial Intelligence 2015;;25-Aug-2015;;Proceedings of the 4th International Workshop "What can FCA do for Artificial Intelligence?" (FCA4AI 2015);;Buenos Aires, Argentina, July 25, 2015
<http://ceur-ws.org/Vol-1429/>;;CURAC Annual Meeting 2012;;26-Aug-2015;;Proceedings of the CURAC (Computer- und Roboterassistierte Chirurgie) Annual Meeting;;Düsseldorf, Germany, November 15, 2012
<http://ceur-ws.org/Vol-1428/>;;Workshop on Biomedical Data Mining, Modeling, and Semantic Integration 2015;;4-Sep-2015;;Proceedings of International Workshop on Biomedical Data Mining;;Bethlehem, United States, October 11th, 2015
<http://ceur-ws.org/Vol-1427/>;;Balkan Conference on Informatics: Advances in ICT 2015;;21-Aug-2015;;Proceedings of the 2015 Balkan Conference on Informatics: Advances in ICT (BCI-AICT 2015);;Craiova, Romania, September 2-4, 2015
<http://ceur-ws.org/Vol-1426/>;;Consuming Linked Data 2015;;24-Aug-2015;;Proceedings of the 6th International Workshop on Consuming Linked Data (COLD2015);;Bethlehem, Pennsylvania, US, October 12th, 2015
<http://ceur-ws.org/Vol-1425/>;;Advanced Analytics and Learning on Temporal Data 2015;;21-Aug-2015;;Proceedings of the 1st International Workshop on Advanced Analytics and Learning on Temporal Data (AALTD 2015);;Porto, Portugal, September 11, 2015
<http://ceur-ws.org/Vol-1424/>;;Fuzzy Logic in Artificial Intelligence 2015;;18-Aug-2015;;Proceedings of the Workshop on Fuzzy Logic in AI (FLinAI-15);;Buenos Aires, Argentina, July 25, 2015
<http://ceur-ws.org/Vol-1423/>;;Defeasible and Ampliative Reasoning 2015;;14-Aug-2015;;Proceedings of the International Workshop on Defeasible and Ampliative Reasoning (DARe-15);;Buenos Aires, Argentina, July 27, 2015
<http://ceur-ws.org/Vol-1422/>;;Information Technologies - Applications and Theory 2015;;24-Aug-2015;;Proceedings ITAT 2015: Information Technologies - Applications and Theory;;iSlovensky Raj, Slovakia, September 17-21, 2015
<http://ceur-ws.org/Vol-1421/>;;Social Personalisation & Search 2015;;20-Aug-2015;;Proceedings of the International Workshop on Social Personalisation & Search (SPS 2015);;Santiago de Chile, Chile, August 9-13, 2015
<http://ceur-ws.org/Vol-1420/>;;BIR-WS 2015;;14-Aug-2015;;Joint Proceedings of the BIR 2015 Workshops and Doctoral Consortium (BIR-WS 2015);;Tartu, Estonia, August 26-28, 2015
<http://ceur-ws.org/Vol-1419/>;;EAPCogSci 2015;;07-Aug-2015;;Proceedings of the EuroAsianPacific Joint Conference on Cognitive Science (EAPCogSci 2015);;Torino, Italy, September 25-27, 2015
<http://ceur-ws.org/Vol-1418/>;;BPM Demo Session 2015;;05-Aug-2015;;Proceedings of the Demo Session of the 13th International Conference on Business Process Management (BPM 2015);;Innsbruck, Austria, September 2, 2015
<http://ceur-ws.org/Vol-1417/>;;Rule Challenge and Doctoral Consortium @ RuleML 2015;;07-Aug-2015;;Proceedings of the RuleML 2015 Challenge and the RuleML 2015 Doctoral;;Berlin, Germany, August 2-5, 2015
<http://ceur-ws.org/Vol-1416/>;;RE4SuSy 2015;;04-Aug-2015;;Proceedings of the Fourth International Workshop on Requirements Engineering for Sustainable Systems (RE4SuSy 2015);;Ottawa, Canada, August 24, 2015
<http://ceur-ws.org/Vol-1415/>;;CAISE'2015 Doctoral Consortium;;02-Aug-2015;;Proceedings of the Doctoral Consortium of the 27th International;;Stockholm, Sweden, June 11-12, 2015
<http://ceur-ws.org/Vol-1414/>;;IWEI 2015 Workshops;;01-Aug-2015;;Proceedings of the Doctoral Consortium of the 27th International;;Nîmes, France, May 27, 2015
<http://ceur-ws.org/Vol-1413/>;;Probabilistic Logic Programming 2015;;31-Jul-2015;;Proceedings of the 2nd International Workshop on Probabilistic Logic Programming (PLP 2015);;Cork, Ireland, August 31st, 2015
<http://ceur-ws.org/Vol-1412/>;;Bridging the Gap between Human and Automated Reasoning 2015;;27-Jul-2015;;Proceedings of the Workshop on Bridging the Gap between Human and Automated Reasoning;;Berlin, Germany, August 1, 2015
<http://ceur-ws.org/Vol-1411/>;;Orchestrated Collaborative Classroom Workshop 2015;;25-Jul-2015;;Proceedings of the Orchestrated Collaborative Classroom Workshop (OCCW 2015);;Gothenburg, Sweden, June 7, 2015
<http://ceur-ws.org/Vol-1410/>;;Interactions between Data Mining and Natural Language Processing 2015;;14-Aug-2015;;Proceedings of the Workshop on Interactions between Data Mining and Natural Language Processing 2015 (DMNLP 2015);;Porto, Portugal, September 07, 2015
<http://ceur-ws.org/Vol-1409/>;;Linked Data on the Web 2015;;31-Jul-2015;;Proceedings of the Workshop on Linked Data on the Web (LDOW 2015), Florence, Italy, May 19, 2015;;Proceedings of the Workshop on Linked Data on the Web (LDOW 2015), Florence, Italy, May 19, 2015
<http://ceur-ws.org/Vol-1408/>;;Complementary Proceedings of the Workshops TEE, CoBI, and XOC-BPM at IEEE-COBI 2015;;24-Jul-2015;;Complementary Proceedings of the 9th Workshop on Transformation &;;Lisbon, Portugal, July 13-16, 2015
<http://ceur-ws.org/Vol-1407/>;;AI and Feedback 2015;;22-Jul-2015;;Proceedings of the First International Workshop on AI and Feedback (AInF 2015);;Buenos Aires, Argentina, July 26, 2015
<http://ceur-ws.org/Vol-1406/>;;Scalable Model Driven Engineering 2015;;15-Jul-2015;;Proceedings of the 3rd Workshop on Scalable Model Driven Engineering (BigMDE 2015);;L'Aquila, Italy, July 23, 2015
<http://ceur-ws.org/Vol-1405/>;;Location-Aware Recommendations 2015;;03-Aug-2015;;Proceedings of the Workshop on Location-Aware Recommendations (LocalRec 2015);;Vienna, Austria, September 19, 2015
<http://ceur-ws.org/Vol-1404/>;;Italian Information Retrieval Workshop 2015;;20-Jul-2015;;Proceedings of the 6th Italian Information Retrieval Workshop (IIR 2015);;Cagliari, Italy, May 25-26, 2015
<http://ceur-ws.org/Vol-1403/>;;Graph Computation Models 2015;;16-Jul-2015;;Proceedings of the 6th International Workshop on Graph Computation Models (GCM 2015);;L'Aquila, Italy, July 20, 2015
<http://ceur-ws.org/Vol-1402/>;;iStar 2015;;19-Aug-2015;;Proceedings of the Eighth International i*Workshop (iStar 2015);;Ottawa, Canada, August 24-25, 2015
<http://ceur-ws.org/Vol-1401/>;;Terra Cognita - Semantic Sensor Networks 2014;;30-Jul-2015;;Joint Proceedings of the 6th International Workshop on the Foundations;;Riva del Garda, Trentino, Italy, October 20, 2014
<http://ceur-ws.org/Vol-1400/>;;Projects Showcase @ STAF 2015;;15-Jul-2015;;Proceedings of the Projects Showcase, part of the Software Technologies:;;L'Aquila, Italy, July 22, 2015
<http://ceur-ws.org/Vol-1399/>;;Biographical Data in a Digital World 2015;;15-Jul-2015;;Proceedings of the First Conference on Biographical Data in a Digital World 2015 (BD 2015);;Amsterdam, The Netherlands, April 9, 2015
<http://ceur-ws.org/Vol-1398/>;;Social Influence Analysis 2015;;14-Jul-2015;;Proceedings of the 1st International Workshop on Social Influence Analysis (SocInf 2015);;Buenos Aires, Argentina, July 27, 2015
<http://ceur-ws.org/Vol-1397/>;;Workshop on Sentiment Analysis at SEPLN 2015;;31-Aug-2015;;Proceedings of TASS 2015: Workshop on Sentiment Analysis at the 31st SEPLN Conference;;Alicante, Spain, September 15, 2015
<http://ceur-ws.org/Vol-1396/>;;Bidirectional Transformations 2015;;06-Jul-2015;;Proceedings of the 4th International Workshop on Bidirectional Transformations (Bx 2015);;L'Aquila, Italy, July 24, 2015
<http://ceur-ws.org/Vol-1395/>;;Making Sense of Microposts 2015;;13-Jul-2015;;Proceedings of the the 5th Workshop on Making Sense of Microposts (#Microposts2015);;Florence, Italy, May 18th, 2015
<http://ceur-ws.org/Vol-1394/>;;II Congreso de la Sociedad Española para las Ciencias del Videojuego 2015;;03-Jul-2015;;Proceedings 2st Congreso de la Sociedad Española para las Ciencias del Videojuego (CoSECiVi 2015);;Barcelona, Spain, June 24, 2015
<http://ceur-ws.org/Vol-1393/>;;Graph Search and Beyond 2015;;28-Jul-2015;;Proceedings of the First International Workshop on Graph Search and Beyond (GSB 2015);;Santiago, Chile, August 13th, 2015
<http://ceur-ws.org/Vol-1392/>;;Mining Urban Data 2015;;30-Jun-2015;;Proceedings of the 2nd International Workshop on Mining Urban Data (MUD 2015);;Lille, France, July 11th, 2015
<http://ceur-ws.org/Vol-1391/>;;CLEF2015 Working Notes;;05-Aug-2015;;Proceedings of the 2nd International Workshop on Mining Urban Data (MUD 2015);;Toulouse, France, September 8-11, 2015
<http://ceur-ws.org/Vol-1390/>;;VISCERAL Anatomy3 Organ Segmentation Challenge 2015;;29-Jun-2015;;Proceedings of the VISCERAL Anatomy3 Organ Segmentation Challenge (VISCERAL 2015);;New York, USA, April 16, 2015
<http://ceur-ws.org/Vol-1389/>;;Artificial Intelligence and Assistive Medicine 2015;;26-Jun-2015;;Proceedings of the 4th International Workshop on Artificial Intelligence and Assistive Medicine (AI-AM/NetMed 2015);;Pavia, Italy, June 20, 2015
<http://ceur-ws.org/Vol-1388/>;;UMAP 2015 Extended Proceedings;;23-Jun-2015;;Posters, Demos, Late-breaking Results and Workshop Proceedings of the;;Dublin, Ireland, June 29 - July 3, 2015
<http://ceur-ws.org/Vol-1387/>;;OWL Reasoner Evaluation Workshop 2015;;17-Jul-2015;;Informal Proceedings of the 4th International Workshop on OWL Reasoner Evaluation (ORE 2015);;Athens, Greece, June 6, 2015
<http://ceur-ws.org/Vol-1386/>;;NLP Applications: Completing the Puzzle 2015;;22-Jun-2015;;Proceedings of the Workshop on NLP Applications: Completing the Puzzle (WNACP 2015);;Passau, Germany, June 17-19, 2015
<http://ceur-ws.org/Vol-1385/>;;Formal Methods in Software Engineering Education and Training 2015;;19-Jun-2015;;Proceedings of the First Workshop on Formal Methods in Software Engineering Education and Training (FMSEE&T '15);;Oslo, Norway, June 23, 2015
<http://ceur-ws.org/Vol-1384/>;;Mining Scientific Papers: Computational Linguistics and Bibliometrics 2015;;17-Jun-2015;;Proceedings of the First Workshop on Mining Scientific Papers: Computational Linguistics and Bibliometrics (CLBib 2015);;Istanbul, Turkey, June 29, 2015
<http://ceur-ws.org/Vol-1383/>;;Industry Track at the International Semantic Web Conference 2014;;15-Jun-2015;;Proceedings of the Industry Track at the International Semantic Web Conference 2014 (ISWC-IT 2014);;Riva del Garda, Italy, October 19-23, 2014
<http://ceur-ws.org/Vol-1382/>;;From Objects to Agents 2015;;15-Jun-2015;;Proceedings of the 16th Workshop "From Objects to Agents" (WOA 2015);;Naples, Italy, June 17-19, 2015
<http://ceur-ws.org/Vol-1381/>;;CAiSE-2015 Industry Track;;15-Jun-2015;;Proceedings of the CAiSE-2015 Industry Track;;Stockholm, Sweden, June 11, 2015
<http://ceur-ws.org/Vol-1380/>;;Large-scale and Model-based Interactive Systems 2015;;08-Jul-2015;;Proceedings of the 1st Workshop on Large-scale and Model-based Interactive Systems: Approaches and Challenges (LMIS 2015);;Duisburg, Germany, June 23, 2015
<http://ceur-ws.org/Vol-1379/>;;Journées francophones d'informatique médicale 2014;;21-Jun-2015;;Proceedings of the 1st Workshop on Large-scale and Model-based Interactive Systems: Approaches and Challenges (LMIS 2015);;Fes, Morocco, June 12th-13th, 2014
<http://ceur-ws.org/Vol-1378/>;;Alberto Mendelzon Workshop on Foundations of Data Management 2015;;11-Jun-2015;;Proceedings of the 9th Alberto Mendelzon International Workshop on Foundations of Data Management (AMW 2015);;Lima, Peru, May 6 - 8, 2015
<http://ceur-ws.org/Vol-1377/>;;Managing the Evolution and Preservation of the Data Web 2015;;10-Jun-2015;;Proceedings of the First DIACHRON Workshop on Managing the Evolution and Preservation of the Data Web (DIACHRON 2015);;Portorož, Slovenia, May 31, 2015
<http://ceur-ws.org/Vol-1376/>;;Linked Data Quality 2015;;19-Jun-2015;;Proceedings of the 2nd Workshop on Linked Data Quality (LDQ 2015);;Portorož, Slovenia, June 1, 2015
<http://ceur-ws.org/Vol-1375/>;;Software Quality Analysis, Monitoring, Improvement, and Applications 2015;;06-Jun-2015;;Proceedings of the 4th Workshop on Software Quality Analysis, Monitoring, Improvement, and Applications (SQAMIA 2015);;Maribor, Slovenia, June 8-10, 2015
<http://ceur-ws.org/Vol-1374/>;;Socio-Technical Perspective in IS Development 2015;;04-Jun-2015;;Proceedings of the 1st International Workshop on Socio-Technical Perspective in IS Development (STPIS'15);;Stockholm, Sweden, June 9, 2015
<http://ceur-ws.org/Vol-1373/>;;Biological Processes & Petri Nets 2015;;19-Jun-2015;;Proceedings of the 6th International Workshop on Biological Processes & Petri Nets (BioPPN 2015);;Brussels, Belgium, June 22, 2015
<http://ceur-ws.org/Vol-1372/>;;Petri Nets and Software Engineering 2015;;07-Jul-2015;;Proceedings of the International Workshop on Petri Nets and Software Engineering (PNSE'15);;Brussels, Belgium, June 22-23, 2015
<http://ceur-ws.org/Vol-1371/>;;Algorithms & Theories for the Analysis of Event Data 2015;;25-June-2015;;Proceedings of the International Workshop on Algorithms & Theories for the Analysis of Event Data (ATAED 2015);;Brussels, Belgium, June 22–23, 2015
<http://ceur-ws.org/Vol-1370/>;;iStar Teaching Workshop 2015;;29-May-2015;;Proceedings of the 1st International iStar Teaching Workshop (iStarT 2015);;Stockholm, Sweden, June 9, 2015
<http://ceur-ws.org/Vol-1369/>;;Behavior Change Support Systems 2015;;29-May-2015;;Proceedings of the Third International Workshop on Behavior Change Support Systems (BCSS 2015);;Chicago, IL, United States, June 3, 2015
<http://ceur-ws.org/Vol-1368/>;;Software Process Education, Training and Professionalism 2015;;31-May-2015;;Proceedings of the 1st International Workshop on Software Process Education, Training and Professionalism (SPETP 2015);;Gothenburg, Sweden, June 15-17, 2015
<http://ceur-ws.org/Vol-1367/>;;CAiSE Forum 2015;;5-Jun-2015;;Proceedings of the CAiSE 2015 Forum at the 27th International Conference on;;Stockholm, Sweden, June 10th, 2015
<http://ceur-ws.org/Vol-1366/>;;Grundlagen von Datenbanken 2015;;20-May-2015;;Proceedings of the 27th GI-Workshop Grundlagen von Datenbanken (GvD 2015);;Gommern, Germany, May 26-29, 2015
<http://ceur-ws.org/Vol-1365/>;;Knowledge Discovery and Data Mining Meets Linked Open Data 2015;;19-May-2015;;Proceedings of the 4th Workshop on Knowledge Discovery and Data Mining Meets Linked Open Data (Know@LOD 2015);;Portoroz, Slovenia, May 31, 2015
<http://ceur-ws.org/Vol-1364/>;;Semantic Web for Scientific Heritage 2015;;18-May-2015;;Proceedings of the First International Workshop Semantic Web for Scientific Heritage (SW4SH 2015);;Portorož, Slovenia, June 1, 2015
<http://ceur-ws.org/Vol-1363/>;;Detection, Representation and Exploitation of Events in the Semantic Web 2015;;18-May-2015;;Proceedings of the 4th International Workshop on Detection;;Protoroz, Slovenia, May 31, 2015
<http://ceur-ws.org/Vol-1362/>;;Joint Proceedings of USEWOD and PROFILES 2015;;15-May-2015;;Joint Proceedings of the 5th International Workshop on Using the Web in the Age of Data (USEWOD '15);;Portorož, Slovenia, May 31 - June 1, 2015
<http://ceur-ws.org/Vol-1361/>;;ESWC Developers Workshop 2015;;14-May-2015;;Proceedings of the ESWC Developers Workshop 2015;;Portorož, Slovenia, May 31, 2015
<http://ceur-ws.org/Vol-1360/>;;Services and their Composition 2015;;13-May-2015;;Proceedings of the 7th Central European Workshop on Services and their Composition (ZEUS 2015);;Jena, Germany, February 19-20, 2015
<http://ceur-ws.org/Vol-1359/>;;Services and Applications over Linked APIs and Data 2015;;13-May-2015;;Proceedings of the Third Workshop on Services and Applications over Linked APIs and Data (SALAD 2015);;Portorož, Slovenia, June 1, 2015
<http://ceur-ws.org/Vol-1358/>;;Open Badges in Education 2015;;13-May-2015;;Proceedings of the 2nd International Workshop on Open Badges in Education (OBIE 2015);;Poughkeepsie, USA, March 16, 2015
<http://ceur-ws.org/Vol-1357/>;;Value-Driven Social Semantics & Collective Intelligence 2013;;10-May-2015;;Proceedings of the 1st International IFIP Working Conference on;;Paris, France, May 1, 2013
<http://ceur-ws.org/Vol-1356/>;;ICT in Education, Research and Industrial Applications: Integration, Harmonization and Knowledge Transfer 2015;;12-May-2015;;Proceedings of the 11th International Conference on ICT in Education;;Lviv, Ukraine, May 14-16, 2015
<http://ceur-ws.org/Vol-1355/>;;Software Engineering Methods in Spreadsheets 2015;;5-May-2015;;Proceedings of the Second Workshop on Software Engineering Methods in Spreadsheets (SEMS 2015);;Florence, Italy, May 18, 2015
<http://ceur-ws.org/Vol-1354/>;;Seminar on Advanced Techniques and Tools for Software Evolution 2014;;2-May-2015;;Post-proceedings of the Seventh Seminar on Advanced Techniques and Tools for Software Evolution (SATToSE 2014);;L’Aquila, Italy, 9–11 July 2014
<http://ceur-ws.org/Vol-1353/>;;Modern AI and Cognitive Science Conference 2015;;27-Apr-2015;;Proceedings of the 26th Modern AI and Cognitive Science Conference (MAICS 2015);;Greensboro, NC, USA, April 25-26, 2015
